"site","round","rep","species","date","n_germ","siterep","treatment"
"MA",2,10,"TO","2020-02-19",0,"MA _ 10","control"
"MA",2,10,"TO","2020-02-20",2,"MA _ 10","control"
"MA",2,10,"TO","2020-02-21",1,"MA _ 10","control"
"IL",2,1,"TO","2020-02-05",NA,"IL _ 1","control"
"IL",2,1,"TO","2020-02-06",0,"IL _ 1","control"
"IL",2,1,"TO","2020-02-07",0,"IL _ 1","control"
"IL",2,1,"TO","2020-02-08",NA,"IL _ 1","control"
"IL",2,1,"TO","2020-02-09",NA,"IL _ 1","control"
"IL",2,1,"TO","2020-02-10",0,"IL _ 1","control"
"IL",2,1,"TO","2020-02-11",0,"IL _ 1","control"
"IL",2,1,"TO","2020-02-12",0,"IL _ 1","control"
"IL",2,1,"TO","2020-02-13",0,"IL _ 1","control"
"IL",2,1,"TO","2020-02-14",0,"IL _ 1","control"
"IL",2,1,"TO","2020-02-15",NA,"IL _ 1","control"
"IL",2,1,"TO","2020-02-16",NA,"IL _ 1","control"
"IL",2,1,"TO","2020-02-17",0,"IL _ 1","control"
"IL",2,1,"TO","2020-02-18",1,"IL _ 1","control"
"IL",2,1,"TO","2020-02-19",0,"IL _ 1","control"
"IL",2,1,"TO","2020-02-20",1,"IL _ 1","control"
"IL",2,1,"TO","2020-02-21",0,"IL _ 1","control"
"IL",2,2,"TO","2020-02-05",NA,"IL _ 2","snow reduction"
"IL",2,2,"TO","2020-02-06",6,"IL _ 2","snow reduction"
"IL",2,2,"TO","2020-02-07",5,"IL _ 2","snow reduction"
"IL",2,2,"TO","2020-02-08",NA,"IL _ 2","snow reduction"
"IL",2,2,"TO","2020-02-09",NA,"IL _ 2","snow reduction"
"IL",2,2,"TO","2020-02-10",1,"IL _ 2","snow reduction"
"IL",2,2,"TO","2020-02-11",2,"IL _ 2","snow reduction"
"IL",2,2,"TO","2020-02-12",1,"IL _ 2","snow reduction"
"IL",2,2,"TO","2020-02-13",4,"IL _ 2","snow reduction"
"IL",2,2,"TO","2020-02-14",0,"IL _ 2","snow reduction"
"IL",2,2,"TO","2020-02-15",NA,"IL _ 2","snow reduction"
"IL",2,2,"TO","2020-02-16",NA,"IL _ 2","snow reduction"
"IL",2,2,"TO","2020-02-17",0,"IL _ 2","snow reduction"
"IL",2,2,"TO","2020-02-18",1,"IL _ 2","snow reduction"
"IL",2,2,"TO","2020-02-19",0,"IL _ 2","snow reduction"
"IL",2,2,"TO","2020-02-20",0,"IL _ 2","snow reduction"
"IL",2,2,"TO","2020-02-21",3,"IL _ 2","snow reduction"
"IL",2,3,"TO","2020-02-05",NA,"IL _ 3","snow reduction"
"IL",2,3,"TO","2020-02-06",0,"IL _ 3","snow reduction"
"IL",2,3,"TO","2020-02-07",6,"IL _ 3","snow reduction"
"IL",2,3,"TO","2020-02-08",NA,"IL _ 3","snow reduction"
"IL",2,3,"TO","2020-02-09",NA,"IL _ 3","snow reduction"
"IL",2,3,"TO","2020-02-10",2,"IL _ 3","snow reduction"
"IL",2,3,"TO","2020-02-11",2,"IL _ 3","snow reduction"
"IL",2,3,"TO","2020-02-12",1,"IL _ 3","snow reduction"
"IL",2,3,"TO","2020-02-13",6,"IL _ 3","snow reduction"
"IL",2,3,"TO","2020-02-14",3,"IL _ 3","snow reduction"
"IL",2,3,"TO","2020-02-15",NA,"IL _ 3","snow reduction"
"IL",2,3,"TO","2020-02-16",NA,"IL _ 3","snow reduction"
"IL",2,3,"TO","2020-02-17",1,"IL _ 3","snow reduction"
"IL",2,3,"TO","2020-02-18",0,"IL _ 3","snow reduction"
"IL",2,3,"TO","2020-02-19",1,"IL _ 3","snow reduction"
"IL",2,3,"TO","2020-02-20",0,"IL _ 3","snow reduction"
"IL",2,3,"TO","2020-02-21",0,"IL _ 3","snow reduction"
"IL",2,4,"TO","2020-02-05",NA,"IL _ 4","snow reduction"
"IL",2,4,"TO","2020-02-06",1,"IL _ 4","snow reduction"
"IL",2,4,"TO","2020-02-07",0,"IL _ 4","snow reduction"
"IL",2,4,"TO","2020-02-08",NA,"IL _ 4","snow reduction"
"IL",2,4,"TO","2020-02-09",NA,"IL _ 4","snow reduction"
"IL",2,4,"TO","2020-02-10",0,"IL _ 4","snow reduction"
"IL",2,4,"TO","2020-02-11",0,"IL _ 4","snow reduction"
"IL",2,4,"TO","2020-02-12",1,"IL _ 4","snow reduction"
"IL",2,4,"TO","2020-02-13",0,"IL _ 4","snow reduction"
"IL",2,4,"TO","2020-02-14",2,"IL _ 4","snow reduction"
"IL",2,4,"TO","2020-02-15",NA,"IL _ 4","snow reduction"
"IL",2,4,"TO","2020-02-16",NA,"IL _ 4","snow reduction"
"IL",2,4,"TO","2020-02-17",3,"IL _ 4","snow reduction"
"IL",2,4,"TO","2020-02-18",2,"IL _ 4","snow reduction"
"IL",2,4,"TO","2020-02-19",2,"IL _ 4","snow reduction"
"IL",2,4,"TO","2020-02-20",0,"IL _ 4","snow reduction"
"IL",2,4,"TO","2020-02-21",1,"IL _ 4","snow reduction"
"IL",2,5,"TO","2020-02-05",NA,"IL _ 5","control"
"IL",2,5,"TO","2020-02-06",4,"IL _ 5","control"
"IL",2,5,"TO","2020-02-07",2,"IL _ 5","control"
"IL",2,5,"TO","2020-02-08",NA,"IL _ 5","control"
"IL",2,5,"TO","2020-02-09",NA,"IL _ 5","control"
"IL",2,5,"TO","2020-02-10",1,"IL _ 5","control"
"IL",2,5,"TO","2020-02-11",0,"IL _ 5","control"
"IL",2,5,"TO","2020-02-12",1,"IL _ 5","control"
"IL",2,5,"TO","2020-02-13",3,"IL _ 5","control"
"IL",2,5,"TO","2020-02-14",0,"IL _ 5","control"
"IL",2,5,"TO","2020-02-15",NA,"IL _ 5","control"
"IL",2,5,"TO","2020-02-16",NA,"IL _ 5","control"
"IL",2,5,"TO","2020-02-17",0,"IL _ 5","control"
"IL",2,5,"TO","2020-02-18",0,"IL _ 5","control"
"IL",2,5,"TO","2020-02-19",2,"IL _ 5","control"
"IL",2,5,"TO","2020-02-20",2,"IL _ 5","control"
"IL",2,5,"TO","2020-02-21",0,"IL _ 5","control"
"IL",2,6,"TO","2020-02-05",NA,"IL _ 6","control"
"IL",2,6,"TO","2020-02-06",0,"IL _ 6","control"
"IL",2,6,"TO","2020-02-07",0,"IL _ 6","control"
"IL",2,6,"TO","2020-02-08",NA,"IL _ 6","control"
"IL",2,6,"TO","2020-02-09",NA,"IL _ 6","control"
"IL",2,6,"TO","2020-02-10",0,"IL _ 6","control"
"IL",2,6,"TO","2020-02-11",0,"IL _ 6","control"
"IL",2,6,"TO","2020-02-12",0,"IL _ 6","control"
"IL",2,6,"TO","2020-02-13",0,"IL _ 6","control"
"IL",2,6,"TO","2020-02-14",0,"IL _ 6","control"
"IL",2,6,"TO","2020-02-15",NA,"IL _ 6","control"
"IL",2,6,"TO","2020-02-16",NA,"IL _ 6","control"
"IL",2,6,"TO","2020-02-17",1,"IL _ 6","control"
"IL",2,6,"TO","2020-02-18",1,"IL _ 6","control"
"IL",2,6,"TO","2020-02-19",1,"IL _ 6","control"
"IL",2,6,"TO","2020-02-20",0,"IL _ 6","control"
"IL",2,6,"TO","2020-02-21",0,"IL _ 6","control"
"IL",2,7,"TO","2020-02-05",NA,"IL _ 7","snow reduction"
"IL",2,7,"TO","2020-02-06",3,"IL _ 7","snow reduction"
"IL",2,7,"TO","2020-02-07",1,"IL _ 7","snow reduction"
"IL",2,7,"TO","2020-02-08",NA,"IL _ 7","snow reduction"
"IL",2,7,"TO","2020-02-09",NA,"IL _ 7","snow reduction"
"IL",2,7,"TO","2020-02-10",2,"IL _ 7","snow reduction"
"IL",2,7,"TO","2020-02-11",0,"IL _ 7","snow reduction"
"IL",2,7,"TO","2020-02-12",3,"IL _ 7","snow reduction"
"IL",2,7,"TO","2020-02-13",2,"IL _ 7","snow reduction"
"IL",2,7,"TO","2020-02-14",3,"IL _ 7","snow reduction"
"IL",2,7,"TO","2020-02-15",NA,"IL _ 7","snow reduction"
"IL",2,7,"TO","2020-02-16",NA,"IL _ 7","snow reduction"
"IL",2,7,"TO","2020-02-17",6,"IL _ 7","snow reduction"
"IL",2,7,"TO","2020-02-18",2,"IL _ 7","snow reduction"
"IL",2,7,"TO","2020-02-19",0,"IL _ 7","snow reduction"
"IL",2,7,"TO","2020-02-20",0,"IL _ 7","snow reduction"
"IL",2,7,"TO","2020-02-21",0,"IL _ 7","snow reduction"
"IL",2,8,"TO","2020-02-05",NA,"IL _ 8","snow reduction"
"IL",2,8,"TO","2020-02-06",3,"IL _ 8","snow reduction"
"IL",2,8,"TO","2020-02-07",0,"IL _ 8","snow reduction"
"IL",2,8,"TO","2020-02-08",NA,"IL _ 8","snow reduction"
"IL",2,8,"TO","2020-02-09",NA,"IL _ 8","snow reduction"
"IL",2,8,"TO","2020-02-10",2,"IL _ 8","snow reduction"
"IL",2,8,"TO","2020-02-11",0,"IL _ 8","snow reduction"
"IL",2,8,"TO","2020-02-12",0,"IL _ 8","snow reduction"
"IL",2,8,"TO","2020-02-13",0,"IL _ 8","snow reduction"
"IL",2,8,"TO","2020-02-14",0,"IL _ 8","snow reduction"
"IL",2,8,"TO","2020-02-15",NA,"IL _ 8","snow reduction"
"IL",2,8,"TO","2020-02-16",NA,"IL _ 8","snow reduction"
"IL",2,8,"TO","2020-02-17",5,"IL _ 8","snow reduction"
"IL",2,8,"TO","2020-02-18",3,"IL _ 8","snow reduction"
"IL",2,8,"TO","2020-02-19",0,"IL _ 8","snow reduction"
"IL",2,8,"TO","2020-02-20",0,"IL _ 8","snow reduction"
"IL",2,8,"TO","2020-02-21",1,"IL _ 8","snow reduction"
"IL",2,9,"TO","2020-02-05",NA,"IL _ 9","control"
"IL",2,9,"TO","2020-02-06",0,"IL _ 9","control"
"IL",2,9,"TO","2020-02-07",0,"IL _ 9","control"
"IL",2,9,"TO","2020-02-08",NA,"IL _ 9","control"
"IL",2,9,"TO","2020-02-09",NA,"IL _ 9","control"
"IL",2,9,"TO","2020-02-10",2,"IL _ 9","control"
"IL",2,9,"TO","2020-02-11",0,"IL _ 9","control"
"IL",2,9,"TO","2020-02-12",2,"IL _ 9","control"
"IL",2,9,"TO","2020-02-13",0,"IL _ 9","control"
"IL",2,9,"TO","2020-02-14",1,"IL _ 9","control"
"IL",2,9,"TO","2020-02-15",NA,"IL _ 9","control"
"IL",2,9,"TO","2020-02-16",NA,"IL _ 9","control"
"IL",2,9,"TO","2020-02-17",2,"IL _ 9","control"
"IL",2,9,"TO","2020-02-18",0,"IL _ 9","control"
"IL",2,9,"TO","2020-02-19",0,"IL _ 9","control"
"IL",2,9,"TO","2020-02-20",0,"IL _ 9","control"
"IL",2,9,"TO","2020-02-21",0,"IL _ 9","control"
"IL",2,10,"TO","2020-02-05",NA,"IL _ 10","control"
"IL",2,10,"TO","2020-02-06",0,"IL _ 10","control"
"IL",2,10,"TO","2020-02-07",0,"IL _ 10","control"
"IL",2,10,"TO","2020-02-08",NA,"IL _ 10","control"
"IL",2,10,"TO","2020-02-09",NA,"IL _ 10","control"
"IL",2,10,"TO","2020-02-10",0,"IL _ 10","control"
"IL",2,10,"TO","2020-02-11",0,"IL _ 10","control"
"IL",2,10,"TO","2020-02-12",0,"IL _ 10","control"
"IL",2,10,"TO","2020-02-13",0,"IL _ 10","control"
"IL",2,10,"TO","2020-02-14",0,"IL _ 10","control"
"IL",2,10,"TO","2020-02-15",NA,"IL _ 10","control"
"IL",2,10,"TO","2020-02-16",NA,"IL _ 10","control"
"IL",2,10,"TO","2020-02-17",1,"IL _ 10","control"
"IL",2,10,"TO","2020-02-18",0,"IL _ 10","control"
"IL",2,10,"TO","2020-02-19",0,"IL _ 10","control"
"IL",2,10,"TO","2020-02-20",0,"IL _ 10","control"
"IL",2,10,"TO","2020-02-21",0,"IL _ 10","control"
"GB",3,1,"TO","2020-02-19",0,"GB _ 1","snow reduction"
"GB",3,1,"TO","2020-02-20",6,"GB _ 1","snow reduction"
"GB",3,1,"TO","2020-02-21",0,"GB _ 1","snow reduction"
"GB",3,1,"TO","2020-02-22",NA,"GB _ 1","snow reduction"
"GB",3,1,"TO","2020-02-23",NA,"GB _ 1","snow reduction"
"GB",3,1,"TO","2020-02-24",1,"GB _ 1","snow reduction"
"GB",3,1,"TO","2020-02-25",4,"GB _ 1","snow reduction"
"GB",3,1,"TO","2020-02-26",0,"GB _ 1","snow reduction"
"GB",3,1,"TO","2020-02-27",1,"GB _ 1","snow reduction"
"GB",3,1,"TO","2020-02-28",1,"GB _ 1","snow reduction"
"GB",3,1,"TO","2020-02-29",NA,"GB _ 1","snow reduction"
"GB",3,1,"TO","2020-03-01",NA,"GB _ 1","snow reduction"
"GB",3,1,"TO","2020-03-02",0,"GB _ 1","snow reduction"
"GB",3,1,"TO","2020-03-03",1,"GB _ 1","snow reduction"
"GB",3,1,"TO","2020-03-04",0,"GB _ 1","snow reduction"
"GB",3,1,"TO","2020-03-05",0,"GB _ 1","snow reduction"
"GB",3,1,"TO","2020-03-06",0,"GB _ 1","snow reduction"
"GB",3,2,"TO","2020-02-19",5,"GB _ 2","snow reduction"
"GB",3,2,"TO","2020-02-20",2,"GB _ 2","snow reduction"
"GB",3,2,"TO","2020-02-21",0,"GB _ 2","snow reduction"
"GB",3,2,"TO","2020-02-22",NA,"GB _ 2","snow reduction"
"GB",3,2,"TO","2020-02-23",NA,"GB _ 2","snow reduction"
"GB",3,2,"TO","2020-02-24",1,"GB _ 2","snow reduction"
"GB",3,2,"TO","2020-02-25",1,"GB _ 2","snow reduction"
"GB",3,2,"TO","2020-02-26",1,"GB _ 2","snow reduction"
"GB",3,2,"TO","2020-02-27",1,"GB _ 2","snow reduction"
"GB",3,2,"TO","2020-02-28",1,"GB _ 2","snow reduction"
"GB",3,2,"TO","2020-02-29",NA,"GB _ 2","snow reduction"
"GB",3,2,"TO","2020-03-01",NA,"GB _ 2","snow reduction"
"GB",3,2,"TO","2020-03-02",3,"GB _ 2","snow reduction"
"GB",3,2,"TO","2020-03-03",1,"GB _ 2","snow reduction"
"GB",3,2,"TO","2020-03-04",0,"GB _ 2","snow reduction"
"GB",3,2,"TO","2020-03-05",0,"GB _ 2","snow reduction"
"GB",3,2,"TO","2020-03-06",0,"GB _ 2","snow reduction"
"GB",3,3,"TO","2020-02-19",4,"GB _ 3","control"
"GB",3,3,"TO","2020-02-20",0,"GB _ 3","control"
"GB",3,3,"TO","2020-02-21",0,"GB _ 3","control"
"GB",3,3,"TO","2020-02-22",NA,"GB _ 3","control"
"GB",3,3,"TO","2020-02-23",NA,"GB _ 3","control"
"GB",3,3,"TO","2020-02-24",2,"GB _ 3","control"
"GB",3,3,"TO","2020-02-25",1,"GB _ 3","control"
"GB",3,3,"TO","2020-02-26",3,"GB _ 3","control"
"GB",3,3,"TO","2020-02-27",0,"GB _ 3","control"
"GB",3,3,"TO","2020-02-28",0,"GB _ 3","control"
"GB",3,3,"TO","2020-02-29",NA,"GB _ 3","control"
"GB",3,3,"TO","2020-03-01",NA,"GB _ 3","control"
"GB",3,3,"TO","2020-03-02",2,"GB _ 3","control"
"GB",3,3,"TO","2020-03-03",0,"GB _ 3","control"
"GB",3,3,"TO","2020-03-04",0,"GB _ 3","control"
"GB",3,3,"TO","2020-03-05",1,"GB _ 3","control"
"GB",3,3,"TO","2020-03-06",1,"GB _ 3","control"
"GB",3,4,"TO","2020-02-19",4,"GB _ 4","snow reduction"
"GB",3,4,"TO","2020-02-20",0,"GB _ 4","snow reduction"
"GB",3,4,"TO","2020-02-21",0,"GB _ 4","snow reduction"
"GB",3,4,"TO","2020-02-22",NA,"GB _ 4","snow reduction"
"GB",3,4,"TO","2020-02-23",NA,"GB _ 4","snow reduction"
"GB",3,4,"TO","2020-02-24",2,"GB _ 4","snow reduction"
"GB",3,4,"TO","2020-02-25",1,"GB _ 4","snow reduction"
"GB",3,4,"TO","2020-02-26",0,"GB _ 4","snow reduction"
"GB",3,4,"TO","2020-02-27",2,"GB _ 4","snow reduction"
"GB",3,4,"TO","2020-02-28",4,"GB _ 4","snow reduction"
"GB",3,4,"TO","2020-02-29",NA,"GB _ 4","snow reduction"
"GB",3,4,"TO","2020-03-01",NA,"GB _ 4","snow reduction"
"GB",3,4,"TO","2020-03-02",0,"GB _ 4","snow reduction"
"GB",3,4,"TO","2020-03-03",0,"GB _ 4","snow reduction"
"GB",3,4,"TO","2020-03-04",0,"GB _ 4","snow reduction"
"GB",3,4,"TO","2020-03-05",0,"GB _ 4","snow reduction"
"GB",3,4,"TO","2020-03-06",2,"GB _ 4","snow reduction"
"GB",3,5,"TO","2020-02-19",6,"GB _ 5","snow reduction"
"GB",3,5,"TO","2020-02-20",2,"GB _ 5","snow reduction"
"GB",3,5,"TO","2020-02-21",1,"GB _ 5","snow reduction"
"GB",3,5,"TO","2020-02-22",NA,"GB _ 5","snow reduction"
"GB",3,5,"TO","2020-02-23",NA,"GB _ 5","snow reduction"
"GB",3,5,"TO","2020-02-24",1,"GB _ 5","snow reduction"
"GB",3,5,"TO","2020-02-25",5,"GB _ 5","snow reduction"
"GB",3,5,"TO","2020-02-26",1,"GB _ 5","snow reduction"
"GB",3,5,"TO","2020-02-27",1,"GB _ 5","snow reduction"
"GB",3,5,"TO","2020-02-28",0,"GB _ 5","snow reduction"
"GB",3,5,"TO","2020-02-29",NA,"GB _ 5","snow reduction"
"GB",3,5,"TO","2020-03-01",NA,"GB _ 5","snow reduction"
"GB",3,5,"TO","2020-03-02",0,"GB _ 5","snow reduction"
"GB",3,5,"TO","2020-03-03",1,"GB _ 5","snow reduction"
"GB",3,5,"TO","2020-03-04",0,"GB _ 5","snow reduction"
"GB",3,5,"TO","2020-03-05",0,"GB _ 5","snow reduction"
"GB",3,5,"TO","2020-03-06",1,"GB _ 5","snow reduction"
"GB",3,6,"TO","2020-02-19",1,"GB _ 6","control"
"GB",3,6,"TO","2020-02-20",5,"GB _ 6","control"
"GB",3,6,"TO","2020-02-21",0,"GB _ 6","control"
"GB",3,6,"TO","2020-02-22",NA,"GB _ 6","control"
"GB",3,6,"TO","2020-02-23",NA,"GB _ 6","control"
"GB",3,6,"TO","2020-02-24",3,"GB _ 6","control"
"GB",3,6,"TO","2020-02-25",1,"GB _ 6","control"
"GB",3,6,"TO","2020-02-26",2,"GB _ 6","control"
"GB",3,6,"TO","2020-02-27",0,"GB _ 6","control"
"GB",3,6,"TO","2020-02-28",3,"GB _ 6","control"
"GB",3,6,"TO","2020-02-29",NA,"GB _ 6","control"
"GB",3,6,"TO","2020-03-01",NA,"GB _ 6","control"
"GB",3,6,"TO","2020-03-02",2,"GB _ 6","control"
"GB",3,6,"TO","2020-03-03",1,"GB _ 6","control"
"GB",3,6,"TO","2020-03-04",1,"GB _ 6","control"
"GB",3,6,"TO","2020-03-05",0,"GB _ 6","control"
"GB",3,6,"TO","2020-03-06",0,"GB _ 6","control"
"GB",3,7,"TO","2020-02-19",7,"GB _ 7","snow reduction"
"GB",3,7,"TO","2020-02-20",1,"GB _ 7","snow reduction"
"GB",3,7,"TO","2020-02-21",0,"GB _ 7","snow reduction"
"GB",3,7,"TO","2020-02-22",NA,"GB _ 7","snow reduction"
"GB",3,7,"TO","2020-02-23",NA,"GB _ 7","snow reduction"
"GB",3,7,"TO","2020-02-24",3,"GB _ 7","snow reduction"
"GB",3,7,"TO","2020-02-25",0,"GB _ 7","snow reduction"
"GB",3,7,"TO","2020-02-26",1,"GB _ 7","snow reduction"
"GB",3,7,"TO","2020-02-27",0,"GB _ 7","snow reduction"
"GB",3,7,"TO","2020-02-28",0,"GB _ 7","snow reduction"
"GB",3,7,"TO","2020-02-29",NA,"GB _ 7","snow reduction"
"GB",3,7,"TO","2020-03-01",NA,"GB _ 7","snow reduction"
"GB",3,7,"TO","2020-03-02",0,"GB _ 7","snow reduction"
"GB",3,7,"TO","2020-03-03",0,"GB _ 7","snow reduction"
"GB",3,7,"TO","2020-03-04",1,"GB _ 7","snow reduction"
"GB",3,7,"TO","2020-03-05",0,"GB _ 7","snow reduction"
"GB",3,7,"TO","2020-03-06",0,"GB _ 7","snow reduction"
"GB",3,8,"TO","2020-02-19",4,"GB _ 8","control"
"GB",3,8,"TO","2020-02-20",0,"GB _ 8","control"
"GB",3,8,"TO","2020-02-21",0,"GB _ 8","control"
"GB",3,8,"TO","2020-02-22",NA,"GB _ 8","control"
"GB",3,8,"TO","2020-02-23",NA,"GB _ 8","control"
"GB",3,8,"TO","2020-02-24",1,"GB _ 8","control"
"GB",3,8,"TO","2020-02-25",3,"GB _ 8","control"
"GB",3,8,"TO","2020-02-26",2,"GB _ 8","control"
"GB",3,8,"TO","2020-02-27",3,"GB _ 8","control"
"GB",3,8,"TO","2020-02-28",0,"GB _ 8","control"
"GB",3,8,"TO","2020-02-29",NA,"GB _ 8","control"
"GB",3,8,"TO","2020-03-01",NA,"GB _ 8","control"
"GB",3,8,"TO","2020-03-02",0,"GB _ 8","control"
"GB",3,8,"TO","2020-03-03",0,"GB _ 8","control"
"GB",3,8,"TO","2020-03-04",0,"GB _ 8","control"
"GB",3,8,"TO","2020-03-05",1,"GB _ 8","control"
"GB",3,8,"TO","2020-03-06",0,"GB _ 8","control"
"GB",3,9,"TO","2020-02-19",4,"GB _ 9","control"
"GB",3,9,"TO","2020-02-20",0,"GB _ 9","control"
"GB",3,9,"TO","2020-02-21",0,"GB _ 9","control"
"GB",3,9,"TO","2020-02-22",NA,"GB _ 9","control"
"GB",3,9,"TO","2020-02-23",NA,"GB _ 9","control"
"GB",3,9,"TO","2020-02-24",4,"GB _ 9","control"
"GB",3,9,"TO","2020-02-25",3,"GB _ 9","control"
"GB",3,9,"TO","2020-02-26",1,"GB _ 9","control"
"GB",3,9,"TO","2020-02-27",0,"GB _ 9","control"
"GB",3,9,"TO","2020-02-28",2,"GB _ 9","control"
"GB",3,9,"TO","2020-02-29",NA,"GB _ 9","control"
"GB",3,9,"TO","2020-03-01",NA,"GB _ 9","control"
"GB",3,9,"TO","2020-03-02",2,"GB _ 9","control"
"GB",3,9,"TO","2020-03-03",0,"GB _ 9","control"
"GB",3,9,"TO","2020-03-04",1,"GB _ 9","control"
"GB",3,9,"TO","2020-03-05",2,"GB _ 9","control"
"GB",3,9,"TO","2020-03-06",0,"GB _ 9","control"
"GB",3,10,"TO","2020-02-19",5,"GB _ 10","control"
"GB",3,10,"TO","2020-02-20",0,"GB _ 10","control"
"GB",3,10,"TO","2020-02-21",2,"GB _ 10","control"
"GB",3,10,"TO","2020-02-22",NA,"GB _ 10","control"
"GB",3,10,"TO","2020-02-23",NA,"GB _ 10","control"
"GB",3,10,"TO","2020-02-24",1,"GB _ 10","control"
"GB",3,10,"TO","2020-02-25",1,"GB _ 10","control"
"GB",3,10,"TO","2020-02-26",0,"GB _ 10","control"
"GB",3,10,"TO","2020-02-27",1,"GB _ 10","control"
"GB",3,10,"TO","2020-02-28",0,"GB _ 10","control"
"GB",3,10,"TO","2020-02-29",NA,"GB _ 10","control"
"GB",3,10,"TO","2020-03-01",NA,"GB _ 10","control"
"GB",3,10,"TO","2020-03-02",4,"GB _ 10","control"
"GB",3,10,"TO","2020-03-03",1,"GB _ 10","control"
"GB",3,10,"TO","2020-03-04",2,"GB _ 10","control"
"GB",3,10,"TO","2020-03-05",0,"GB _ 10","control"
"GB",3,10,"TO","2020-03-06",0,"GB _ 10","control"
"MA",3,1,"TO","2020-02-19",NA,"MA _ 1","control"
"MA",3,1,"TO","2020-02-20",NA,"MA _ 1","control"
"MA",3,1,"TO","2020-02-21",0,"MA _ 1","control"
"MA",3,1,"TO","2020-02-22",NA,"MA _ 1","control"
"MA",3,1,"TO","2020-02-23",NA,"MA _ 1","control"
"MA",3,1,"TO","2020-02-24",1,"MA _ 1","control"
"MA",3,1,"TO","2020-02-25",1,"MA _ 1","control"
"MA",3,1,"TO","2020-02-26",1,"MA _ 1","control"
"MA",3,1,"TO","2020-02-27",0,"MA _ 1","control"
"MA",3,1,"TO","2020-02-28",0,"MA _ 1","control"
"MA",3,1,"TO","2020-02-29",NA,"MA _ 1","control"
"MA",3,1,"TO","2020-03-01",NA,"MA _ 1","control"
"MA",3,1,"TO","2020-03-02",1,"MA _ 1","control"
"MA",3,1,"TO","2020-03-03",1,"MA _ 1","control"
"MA",3,1,"TO","2020-03-04",0,"MA _ 1","control"
"MA",3,1,"TO","2020-03-05",2,"MA _ 1","control"
"MA",3,1,"TO","2020-03-06",1,"MA _ 1","control"
"MA",3,2,"TO","2020-02-19",NA,"MA _ 2","snow reduction"
"MA",3,2,"TO","2020-02-20",NA,"MA _ 2","snow reduction"
"MA",3,2,"TO","2020-02-21",0,"MA _ 2","snow reduction"
"MA",3,2,"TO","2020-02-22",NA,"MA _ 2","snow reduction"
"MA",3,2,"TO","2020-02-23",NA,"MA _ 2","snow reduction"
"MA",3,2,"TO","2020-02-24",0,"MA _ 2","snow reduction"
"MA",3,2,"TO","2020-02-25",3,"MA _ 2","snow reduction"
"MA",3,2,"TO","2020-02-26",0,"MA _ 2","snow reduction"
"MA",3,2,"TO","2020-02-27",0,"MA _ 2","snow reduction"
"MA",3,2,"TO","2020-02-28",2,"MA _ 2","snow reduction"
"MA",3,2,"TO","2020-02-29",NA,"MA _ 2","snow reduction"
"MA",3,2,"TO","2020-03-01",NA,"MA _ 2","snow reduction"
"MA",3,2,"TO","2020-03-02",2,"MA _ 2","snow reduction"
"MA",3,2,"TO","2020-03-03",3,"MA _ 2","snow reduction"
"MA",3,2,"TO","2020-03-04",2,"MA _ 2","snow reduction"
"MA",3,2,"TO","2020-03-05",1,"MA _ 2","snow reduction"
"MA",3,2,"TO","2020-03-06",1,"MA _ 2","snow reduction"
"MA",3,3,"TO","2020-02-19",NA,"MA _ 3","control"
"MA",3,3,"TO","2020-02-20",NA,"MA _ 3","control"
"MA",3,3,"TO","2020-02-21",NA,"MA _ 3","control"
"MA",3,3,"TO","2020-02-22",NA,"MA _ 3","control"
"MA",3,3,"TO","2020-02-23",NA,"MA _ 3","control"
"MA",3,3,"TO","2020-02-24",NA,"MA _ 3","control"
"MA",3,3,"TO","2020-02-25",NA,"MA _ 3","control"
"MA",3,3,"TO","2020-02-26",NA,"MA _ 3","control"
"MA",3,3,"TO","2020-02-27",NA,"MA _ 3","control"
"MA",3,3,"TO","2020-02-28",NA,"MA _ 3","control"
"MA",3,3,"TO","2020-02-29",NA,"MA _ 3","control"
"MA",3,3,"TO","2020-03-01",NA,"MA _ 3","control"
"MA",3,3,"TO","2020-03-02",NA,"MA _ 3","control"
"MA",3,3,"TO","2020-03-03",NA,"MA _ 3","control"
"MA",3,3,"TO","2020-03-04",NA,"MA _ 3","control"
"MA",3,3,"TO","2020-03-05",NA,"MA _ 3","control"
"MA",3,3,"TO","2020-03-06",NA,"MA _ 3","control"
"MA",3,4,"TO","2020-02-19",NA,"MA _ 4","control"
"MA",3,4,"TO","2020-02-20",NA,"MA _ 4","control"
"MA",3,4,"TO","2020-02-21",0,"MA _ 4","control"
"MA",3,4,"TO","2020-02-22",NA,"MA _ 4","control"
"MA",3,4,"TO","2020-02-23",NA,"MA _ 4","control"
"MA",3,4,"TO","2020-02-24",1,"MA _ 4","control"
"MA",3,4,"TO","2020-02-25",1,"MA _ 4","control"
"MA",3,4,"TO","2020-02-26",0,"MA _ 4","control"
"MA",3,4,"TO","2020-02-27",0,"MA _ 4","control"
"MA",3,4,"TO","2020-02-28",0,"MA _ 4","control"
"MA",3,4,"TO","2020-02-29",NA,"MA _ 4","control"
"MA",3,4,"TO","2020-03-01",NA,"MA _ 4","control"
"MA",3,4,"TO","2020-03-02",1,"MA _ 4","control"
"MA",3,4,"TO","2020-03-03",1,"MA _ 4","control"
"MA",3,4,"TO","2020-03-04",3,"MA _ 4","control"
